AccountId,CustomerID,AccountType,Balance,last_kyc_updated,branch_id
BUS-2474834,OKKS9QMPVE,Business,17107078.71,2019-11-12,BR-00023
BUS-7861930,J26DQYVBNC,Business,90479355.36,2019-09-26,BR-00044
BUS-1094466,0DHLHQIDJG,Business,32244460.05,2021-08-11,BR-00017
CUR-3836016,PEOUFG81VZ,Current,87923943.24,2022-05-09,BR-00129
CUR-5670706,92UCNPAD1E,Current,65012782.6,2022-06-04,BR-00073
BUS-9159676,K23G9QPMGO,Business,34235050.97,2019-10-01,BR-00186
SAV-4475850,ZPSQ38KRB7,Savings,10120461.29,2022-07-02,BR-00088
CUR-5117170,F1KKBTQTMV,Current,74483002.61,2021-03-09,BR-00060
BUS-7217995,HHQIMAH86B,Business,12791938.31,2020-07-02,BR-00021
SAV-3726324,UCIUKW38RP,Savings,69261660.18,2022-01-31,BR-00114
CUR-7814543,U1W1YMNRXK,Current,46847977.45,2019-11-03,BR-00089
CUR-2721930,VE674KTE1E,Current,14849534.32,2020-06-11,BR-00197
SAV-8152407,DZ0PIKNJB5,Savings,43342836.76,2019-02-19,BR-00031
SAV-2045796,BSQIFRMYKZ,Savings,75062237.89,2021-02-25,BR-00050
CUR-2923954,ZTN0DUG1H6,Current,85142623.65,2021-06-30,BR-00193
CUR-6130370,E4CGVDRVX0,Current,911140.84,2022-06-28,BR-00019
SAV-9030998,W6ETYYV6ZI,Savings,74021968.92,2019-07-20,BR-00122
BUS-3999074,GDSY0WMSC8,Business,64625197.88,2022-04-14,BR-00042
CUR-4263515,6NU5CMAJLF,Current,38156809.51,2022-11-28,BR-00190
CUR-5382803,MGAIBDO871,Current,83927709.33,2021-01-13,BR-00175
CUR-6046267,NRREG983S5,Current,93536923.05,2021-08-14,BR-00176
SAV-7060211,4QC742QU78,Savings,96061869.67,2022-09-15,BR-00104
BUS-9905059,UMB65APE18,Business,70755424.39,2022-04-12,BR-00076
CUR-8068632,1E0N3IHY7Q,Current,48261418.43,2022-01-07,BR-00092
BUS-4209197,U8NKGGU3W6,Business,65436272.31,2021-12-20,BR-00067
CUR-2436604,7P4NJ9HY51,Current,29776874.27,2019-06-02,BR-00100
SAV-8930507,HT4P3N5R38,Savings,19276716.86,2022-08-26,BR-00133
SAV-3367947,32HC7H1Q1N,Savings,59337149.0,2021-08-03,BR-00082
BUS-8438918,X4AYY48FOQ,Business,16616292.05,2019-01-03,BR-00099
CUR-9772914,35EFERLVO8,Current,7946317.71,2019-05-15,BR-00070
SAV-5287547,FFBIMY9M3A,Savings,75824307.18,2020-05-05,BR-00105
BUS-6611968,WZD9VFCBDH,Business,14181009.43,2019-03-14,BR-00050
CUR-2025774,XCJTBYOLVC,Current,97791463.76,2019-11-21,BR-00063
BUS-1256151,EV22001CVK,Business,93214014.51,2022-09-05,BR-00176
BUS-8597151,RMM84HYMC1,Business,4392811.72,2022-04-04,BR-00018
BUS-8164673,1S5R6APUJA,Business,50016763.92,2021-10-18,BR-00072
CUR-1575325,U18IQRVK0I,Current,25801147.53,2022-02-14,BR-00153
CUR-2181802,61N9M6IMPR,Current,84684229.68,2021-11-11,BR-00094
SAV-7296734,WN4I1P8ZX8,Savings,42078505.0,2020-12-31,BR-00150
CUR-4524715,JA8R13JO6S,Current,71309468.89,2019-03-31,BR-00096
BUS-2787804,K6VSJS26WF,Business,5574430.4,2021-03-21,BR-00158
SAV-8718195,H6392UIB3E,Savings,12933027.33,2022-10-20,BR-00088
CUR-9065234,SP9LK15YBD,Current,61460673.58,2019-03-12,BR-00050
SAV-4544741,SJSKXBX23D,Savings,13527829.59,2019-07-28,BR-00139
SAV-8291220,HYJWU0FOEG,Savings,75197423.87,2021-07-26,BR-00053
SAV-9039160,LZD5GIGZ8H,Savings,9027730.35,2021-11-10,BR-00025
BUS-4356376,0AF20QWEF3,Business,27961471.23,2020-07-18,BR-00099
CUR-5098431,A2G314ILMP,Current,34388512.98,2022-12-18,BR-00199
CUR-1159420,05N0LP1DTE,Current,26688648.72,2022-07-12,BR-00077
BUS-5814761,G9S0IT7H7W,Business,11151175.12,2021-01-04,BR-00036
CUR-9033905,9O5HIS4G8K,Current,12920116.98,2020-03-24,BR-00172
BUS-7348149,K2C1AMJB32,Business,3735020.56,2021-07-24,BR-00021
BUS-2327905,JW56H8ZF48,Business,53917541.18,2022-05-01,BR-00164
CUR-5866325,T5SVSUQ1L6,Current,45900487.27,2021-12-04,BR-00085
SAV-7106435,UCIMPSBIH5,Savings,40367505.52,2021-01-07,BR-00062
BUS-8678366,MNBSF8XUJG,Business,8768873.57,2022-02-10,BR-00048
BUS-5423774,6V9FQH7HDX,Business,71824748.12,2020-12-10,BR-00089
CUR-6447319,1CJY5K1M7M,Current,94393613.5,2020-10-14,BR-00034
SAV-1377207,FB5ZKIMAA1,Savings,77645241.36,2020-06-25,BR-00022
BUS-7782474,MJSPBH9VVE,Business,98759953.94,2020-05-23,BR-00165
BUS-2704770,URWFMEF74X,Business,77094503.19,2020-07-18,BR-00092
BUS-6533394,WXW2MOPGF9,Business,6906898.59,2022-08-13,BR-00001
SAV-2408972,ELGWPKREDA,Savings,87106729.78,2022-04-11,BR-00195
CUR-6918387,D98G131NVR,Current,14393529.98,2022-02-25,BR-00118
BUS-2728004,Y20Q55BDJC,Business,64782206.05,2021-11-01,BR-00199
BUS-8286070,BTT9NCYMK2,Business,35447248.13,2021-09-24,BR-00156
CUR-6544743,I4GKGR1ZDQ,Current,74079650.95,2019-12-30,BR-00170
SAV-5246955,MI2CEFQU9J,Savings,15140630.61,2019-02-20,BR-00139
BUS-7479081,43F1J0ZM0K,Business,97766477.6,2019-05-13,BR-00134
CUR-1295739,DPHPLBQHV7,Current,31498175.44,2022-12-16,BR-00073
SAV-5282050,D9RXPQYC8C,Savings,75732938.2,2019-10-11,BR-00198
CUR-1124050,8HA6QZT85S,Current,67703226.1,2022-01-02,BR-00184
CUR-6927347,GLCYWRIEB7,Current,45039456.95,2022-12-31,BR-00038
CUR-9348347,8VMQJLYYDG,Current,95031882.08,2019-06-16,BR-00085
CUR-9376073,A7YTJ21EHV,Current,73647892.06,2020-03-16,BR-00174
CUR-7450240,4G6XH0ZNCJ,Current,25074722.18,2020-02-14,BR-00009
SAV-7712820,FT0TMOUB49,Savings,41009990.34,2019-12-25,BR-00173
CUR-6376575,XLDRXMB4PQ,Current,76527160.93,2020-01-06,BR-00008
CUR-1496354,RICSE1I0LM,Current,84702366.12,2021-07-31,BR-00024
SAV-7788065,DCECNMRROL,Savings,30789995.77,2019-04-20,BR-00136
BUS-4494094,SI7BSZTUL9,Business,16745457.7,2022-05-12,BR-00021
BUS-9097482,22LXBRSVE6,Business,61916569.33,2021-06-23,BR-00008
SAV-5598138,I88OP2XRZ0,Savings,55216329.31,2020-12-10,BR-00155
BUS-8119432,X95GL1GXZ8,Business,35345880.71,2021-01-09,BR-00158
SAV-5002687,LMNBMMZE66,Savings,51557304.88,2019-11-12,BR-00170
BUS-6637285,W27XYODWYH,Business,56901848.39,2020-11-24,BR-00171
SAV-2005628,PX11KXQ587,Savings,4028521.73,2019-02-17,BR-00133
SAV-4964985,H9J790B20U,Savings,20305331.9,2020-07-05,BR-00108
SAV-5489714,QHTN4LECID,Savings,81605806.97,2019-03-02,BR-00095
BUS-8580813,0U5AJPYF2R,Business,28323951.52,2022-03-10,BR-00149
BUS-3144080,J5Z9M4SYOC,Business,95207515.66,2019-04-14,BR-00028
CUR-1968717,O640PI5M1S,Current,59157203.31,2020-12-19,BR-00099
SAV-2775359,GHWORRELCZ,Savings,2727770.69,2021-04-19,BR-00123
BUS-6210369,F609ZGEN7Y,Business,18465686.66,2019-05-19,BR-00084
BUS-6158791,6X5ON5OTDV,Business,22316633.3,2020-11-29,BR-00070
BUS-2706366,AOR6NG081O,Business,92385058.79,2020-07-24,BR-00011
CUR-6426335,WVSRN5EEQO,Current,2524360.1,2022-09-26,BR-00179
CUR-3432385,T1X6YNT4B4,Current,58923817.19,2021-02-21,BR-00102
CUR-7139273,TYK002UVNO,Current,70643138.33,2022-04-23,BR-00095
BUS-3759649,VL5EKFTS21,Business,43407509.03,2019-12-15,BR-00082
SAV-6896100,HVGYJNQZHZ,Savings,23107249.53,2019-07-20,BR-00040
CUR-4642510,IJVEJ7U3HS,Current,21486279.08,2020-11-19,BR-00178
CUR-9012559,T6VF77PX46,Current,23367380.17,2020-12-21,BR-00029
SAV-8103880,UXL4BB6TGA,Savings,56862667.92,2020-11-14,BR-00072
CUR-7936992,RKASEWXNVF,Current,89468193.19,2021-09-23,BR-00163
BUS-9636576,2SHICT3U7L,Business,4571012.25,2021-02-21,BR-00157
SAV-6882175,OC603I3PWT,Savings,37311256.07,2022-01-13,BR-00187
CUR-7119159,ZWU6OB2QC0,Current,87066306.75,2020-11-16,BR-00020
BUS-4375433,TU3JAW40ZV,Business,94507785.76,2021-05-04,BR-00154
SAV-4652224,6IDZ09BXZ1,Savings,43198114.44,2021-10-31,BR-00087
CUR-6185132,V1IEGSC21J,Current,91326902.21,2019-12-10,BR-00132
CUR-2912593,KNA4D320IZ,Current,16614448.0,2022-11-07,BR-00069
BUS-5124287,UWEM9NNSYV,Business,321.26,2020-02-20,BR-00134
CUR-9427357,0X2SYAJVX4,Current,12374249.55,2019-06-08,BR-00049
CUR-9192874,S1OLMRKJWS,Current,24335719.33,2022-02-01,BR-00070
CUR-1075780,RQYGHQZ3RV,Current,88636797.26,2022-02-01,BR-00114
BUS-4247724,J9M2662890,Business,56822692.06,2022-07-11,BR-00110
CUR-3604258,XOPX8AOJPM,Current,51365435.87,2020-02-04,BR-00120
BUS-2379324,4C96RNKB9L,Business,97088301.37,2021-08-02,BR-00014
BUS-6780599,U929ZZRQ2Y,Business,74898499.02,2021-07-21,BR-00080
SAV-7313134,61HWN5BNHK,Savings,83558952.18,2019-07-13,BR-00130
SAV-4083093,31I7MOSWJU,Savings,49643219.38,2019-05-10,BR-00061
SAV-7533811,X2ZV2QM63R,Savings,96031999.4,2022-09-01,BR-00152
CUR-5112721,SCF24MPZHQ,Current,98040926.89,2019-01-02,BR-00159
SAV-4026832,8T580LXQST,Savings,35068292.31,2022-04-27,BR-00185
SAV-4160750,EXA1N11NU7,Savings,15429775.26,2019-07-07,BR-00073
BUS-7114455,SDF7888YC7,Business,67055535.19,2022-08-20,BR-00151
SAV-1319509,BP0RP56R25,Savings,16435912.78,2022-11-08,BR-00028
BUS-2761690,P37KB9XHWA,Business,76238938.21,2021-08-13,BR-00100
CUR-7597096,52ZL2M8W52,Current,17984331.9,2019-01-14,BR-00063
CUR-5592270,J6B7ABNB2F,Current,69553936.08,2022-07-14,BR-00032
BUS-8030932,TSGWN68MJJ,Business,56731798.18,2019-10-01,BR-00129
CUR-8034289,P39EAV7HBY,Current,30690171.0,2021-06-08,BR-00153
BUS-6291843,5KLELU0Q2G,Business,31597816.9,2020-11-28,BR-00180
BUS-6682575,E6WAZIKOGE,Business,49124123.8,2020-01-03,BR-00026
BUS-2247795,TM0JOJDYG2,Business,97521684.81,2020-02-23,BR-00177
SAV-4631293,NT1U6LDGFZ,Savings,76856659.95,2022-09-17,BR-00008
BUS-7484496,8ITF77TRN9,Business,3275452.65,2019-05-25,BR-00073
CUR-4142566,A7Y2DI9T41,Current,54882107.29,2021-10-19,BR-00059
CUR-4172542,RBI1O9PLE1,Current,7671961.48,2021-11-17,BR-00039
SAV-9236083,7ATP0OKR1K,Savings,58426882.93,2022-08-12,BR-00134
BUS-6111478,YEL6E211A2,Business,69577925.9,2020-04-11,BR-00088
CUR-1085766,ZMMWQ6N4IQ,Current,38924978.57,2020-10-20,BR-00033
BUS-7620149,1YHY4XY1UG,Business,81084259.57,2021-10-16,BR-00048
CUR-9936213,RL6B9R13OA,Current,10500928.46,2022-05-12,BR-00135
SAV-8466911,TIO6BF30Z1,Savings,99154427.84,2022-04-14,BR-00190
BUS-4528711,WR8RG7HFEQ,Business,21239515.38,2021-03-01,BR-00198
CUR-8598468,RIHDP1WPNV,Current,67117207.34,2020-09-19,BR-00198
BUS-2058851,6TWH2C71ZD,Business,61796960.35,2020-10-14,BR-00012
CUR-1348881,8PKM5CNMSK,Current,74209464.05,2021-06-27,BR-00168
CUR-5474772,GF7GNBULPV,Current,2346928.46,2020-10-14,BR-00182
SAV-8987772,3SQPEGZAKZ,Savings,60565437.14,2022-12-24,BR-00027
BUS-7864953,H5ZQGNM6KD,Business,24615868.69,2022-10-16,BR-00153
SAV-5483407,THMKXPZ638,Savings,98775137.96,2019-08-12,BR-00041
CUR-5316494,WTZ8DFT8MM,Current,48864809.82,2019-02-09,BR-00003
SAV-5021879,DQRW52WKTJ,Savings,9907308.79,2022-09-20,BR-00068
SAV-8188679,VZXCF3BL8V,Savings,79203267.61,2021-12-04,BR-00150
BUS-2342825,8QKIH95E4D,Business,75567434.97,2020-11-15,BR-00079
SAV-6403473,QC5MC6CU20,Savings,9064166.92,2019-05-01,BR-00163
SAV-8187159,4ZS0JD0ZH1,Savings,97975847.25,2020-08-15,BR-00063
SAV-1496703,RKRBYY4RQG,Savings,48123089.1,2022-08-20,BR-00181
SAV-9554044,4OAWXZQK0X,Savings,65750651.08,2019-02-19,BR-00011
SAV-1922648,5MTPBQ4QFO,Savings,68426686.78,2019-06-02,BR-00097
SAV-4947526,XKO1662WSH,Savings,63663581.06,2020-08-17,BR-00144
CUR-6559990,F2GP9KE8R3,Current,10222754.57,2020-01-11,BR-00121
CUR-5008477,UK3CMZ7X0Z,Current,74427188.05,2021-07-18,BR-00068
CUR-9242196,IABAPRAJXO,Current,23060323.02,2020-03-19,BR-00194
BUS-9496867,0RB3RTA4H0,Business,89497677.37,2019-04-25,BR-00061
SAV-1423416,0B387SSWCA,Savings,60477604.42,2021-02-17,BR-00164
SAV-9345059,RICSE1I0LM,Savings,49117234.53,2021-07-23,BR-00097
CUR-3999126,QNBVR4AIGE,Current,87561063.64,2020-09-01,BR-00024
CUR-5008512,Z6326HMH5P,Current,92915299.46,2019-09-30,BR-00063
CUR-1632760,GJQDWYUKUU,Current,91886183.12,2022-04-22,BR-00025
CUR-3730612,EEK7UGAY4C,Current,82126106.36,2020-11-20,BR-00096
SAV-7002991,K68PICWHMI,Savings,51503800.21,2019-05-05,BR-00184
CUR-1848328,R81C1UMZ2K,Current,59384182.22,2022-05-05,BR-00093
BUS-9408693,BS473OXKXN,Business,69441426.52,2019-11-29,BR-00165
BUS-5896462,VCBY1GOUJ7,Business,45284381.75,2022-05-21,BR-00094
SAV-1154887,V69TMEZ3H1,Savings,44896631.1,2021-07-09,BR-00192
SAV-6299232,DM0XKSEMZW,Savings,34332718.46,2019-11-23,BR-00001
SAV-1446922,8JY7GPI9UM,Savings,56764608.65,2020-10-20,BR-00156
CUR-9500652,OR5BAYOUVI,Current,91074299.09,2020-04-05,BR-00154
CUR-6632460,2MW90ZT8Y4,Current,59326129.07,2021-10-31,BR-00030
CUR-8536994,OFZ01QF6YN,Current,62293688.28,2021-08-19,BR-00137
BUS-5521858,IRH3IVVPHF,Business,733816.21,2020-06-07,BR-00132
SAV-4116892,8UWO3DYWUK,Savings,26424842.66,2021-05-16,BR-00156
SAV-6288707,2CNGUXOI7O,Savings,10500685.37,2020-03-27,BR-00075
CUR-4962454,QG6NI3CIC1,Current,88056580.89,2022-09-12,BR-00151
BUS-8502599,JS3WBRHD57,Business,48561768.87,2019-10-27,BR-00053
CUR-5554309,HX7VFV0E23,Current,71119494.02,2021-05-23,BR-00120
CUR-3257519,O640PI5M1S,Current,21279576.24,2020-03-29,BR-00168
BUS-2090635,G67DVKMF6O,Business,37075172.08,2020-06-02,BR-00014
BUS-2579730,ZX12SYP4Z4,Business,1331178.16,2022-07-25,BR-00171
CUR-2619009,KPX63IJFLI,Current,61881767.69,2022-10-20,BR-00193
BUS-4765263,VH6MUBEJZL,Business,74496121.94,2019-02-26,BR-00149
CUR-4491159,5Q01MPKBHQ,Current,84616947.39,2020-01-20,BR-00123
SAV-1800403,S5N4WJLSSY,Savings,99289895.63,2021-07-10,BR-00124
BUS-2354587,KEA4URLADD,Business,49765288.27,2020-11-21,BR-00195
CUR-1261887,QRI12Z0ZD2,Current,90659270.77,2020-05-10,BR-00053
SAV-2508541,QE8DLU99WJ,Savings,80364134.65,2021-05-17,BR-00166
BUS-2100551,TYKOJNLQK8,Business,30931853.22,2019-01-29,BR-00139
BUS-6343951,N47CIMKPD5,Business,61160388.92,2021-04-19,BR-00187
CUR-9254892,A2G314ILMP,Current,86933008.72,2021-05-31,BR-00037
SAV-9247807,YVAA9DD7OU,Savings,39484415.38,2019-08-17,BR-00093
SAV-1414998,O4DJBIVPEK,Savings,90603201.28,2019-03-02,BR-00061
SAV-4789199,229TP0W9RT,Savings,43528458.01,2021-01-25,BR-00149
BUS-4182708,YI4PG06EK3,Business,31871424.02,2019-06-11,BR-00018
SAV-9759620,1KMBFVNBRT,Savings,70211372.64,2020-02-12,BR-00006
BUS-3987062,AZRSQV638A,Business,48948046.08,2021-02-22,BR-00040
CUR-6349911,9CRCG319OP,Current,91232606.82,2021-03-16,BR-00171
BUS-4241750,EOQ1HD3D9Q,Business,40924499.13,2019-07-19,BR-00166
CUR-6462484,4XFTE0N9C4,Current,42486533.11,2019-07-13,BR-00060
CUR-6279424,JOKQK35YVW,Current,7077143.79,2021-07-08,BR-00009
SAV-8168328,05N0LP1DTE,Savings,7138245.24,2019-10-13,BR-00007
CUR-6931824,GOJI5MYP2B,Current,63868211.67,2021-04-25,BR-00155
CUR-8993606,NE0BKD6N8T,Current,47477703.3,2022-02-15,BR-00041
BUS-6057472,WBM493QB6C,Business,35537081.39,2022-02-17,BR-00084
CUR-1681658,86DYA7ZRRC,Current,98898031.15,2022-04-07,BR-00118
SAV-1769387,15TS2FUUWY,Savings,92427253.53,2019-09-18,BR-00055
CUR-4235410,UIZWXS7GKN,Current,61035886.55,2022-01-08,BR-00090
CUR-5918065,0SG7NNSF4X,Current,8738064.55,2021-04-09,BR-00002
SAV-6383077,MFPDWDBLD8,Savings,833296.29,2022-11-10,BR-00159
SAV-6575460,EQI2FH7KT0,Savings,54492959.62,2022-07-22,BR-00048
CUR-4747032,F3A2LC6CD1,Current,29432782.34,2021-07-04,BR-00102
BUS-6823295,YJDGXI1K9W,Business,60540695.82,2021-10-24,BR-00070
BUS-2883252,VVXK38KZ1G,Business,47017673.57,2020-03-27,BR-00087
BUS-1206644,1ZEBAPFQIM,Business,44464789.98,2019-01-31,BR-00131
CUR-9592107,4GUZ6UG6DE,Current,26379585.75,2019-04-18,BR-00165
BUS-8547485,ZJFVUHNMOB,Business,8488941.65,2020-03-18,BR-00157
CUR-8801422,K1K9KK07GE,Current,90666770.05,2020-11-04,BR-00101
BUS-1701032,NAW25VLRJA,Business,90092662.09,2019-05-19,BR-00187
SAV-8130769,OFA11ONZKG,Savings,82274347.92,2019-08-12,BR-00031
CUR-3778336,27RVFAW1OH,Current,61001604.73,2019-06-08,BR-00173
CUR-6440017,CS8FNWAEFC,Current,97627478.33,2022-01-26,BR-00173
CUR-7978329,0U5AJPYF2R,Current,1681683.92,2019-08-16,BR-00173
BUS-2648525,T0O382A7WS,Business,72202241.88,2020-11-06,BR-00189
BUS-3734101,NKFWPP0LCK,Business,83539778.26,2021-06-01,BR-00013
BUS-9684435,6I324KGK08,Business,18561168.3,2019-11-26,BR-00132
BUS-1783919,L9VXBYCEEP,Business,9978570.97,2022-09-27,BR-00134
CUR-1068885,MRJ3UIO2SD,Current,94170791.67,2021-06-23,BR-00154
SAV-9012231,YW7YBZ4EC7,Savings,84968902.75,2020-03-27,BR-00132
CUR-5927879,71E4TM9A7S,Current,27003284.88,2022-04-25,BR-00148
BUS-6766772,APLSQRTWP9,Business,49551906.55,2019-04-03,BR-00104
CUR-4893557,RED2ZSM174,Current,80926025.53,2019-09-27,BR-00124
CUR-1163392,VJKA8DXF92,Current,94054896.4,2020-05-28,BR-00047
SAV-1353059,I46G8G48NH,Savings,4899336.76,2022-07-22,BR-00114
CUR-3765204,1SW8UPUWBV,Current,72883482.46,2019-08-26,BR-00143
CUR-5759680,RILAQHADPW,Current,87510160.4,2022-05-07,BR-00108
BUS-3092655,AXIA5FUDN7,Business,72583812.69,2019-02-13,BR-00131
SAV-8495929,9G11RNDKVV,Savings,72534063.06,2021-10-22,BR-00073
SAV-3441341,4GTWVQI2XL,Savings,69682669.33,2022-10-19,BR-00103
CUR-6901276,MHUHMK0QKL,Current,47109698.18,2021-08-20,BR-00102
BUS-3599267,P8PFJ5IE8R,Business,46904853.22,2021-11-30,BR-00038
SAV-5056189,19DTVYHBQX,Savings,79268690.38,2022-03-17,BR-00091
SAV-6874916,GMZCY2KEXI,Savings,71990186.42,2020-09-22,BR-00174
BUS-8464130,UJAF0PRII5,Business,59764591.71,2021-10-18,BR-00153
CUR-1864784,V6YT1XXYVO,Current,2494164.29,2022-12-30,BR-00049
BUS-9764374,JZHZ14JKFC,Business,49768171.14,2022-05-28,BR-00144
CUR-1744568,2BADLPIJEW,Current,4857938.51,2019-02-04,BR-00194
SAV-7918641,O9FVIIYB0N,Savings,24413506.04,2022-01-09,BR-00170
SAV-9380272,0IPPGUEKP7,Savings,30052629.29,2020-01-04,BR-00048
CUR-1650289,LHKPT5A72X,Current,14096681.0,2019-09-08,BR-00137
SAV-6082484,7BPW7KHOZJ,Savings,85577465.3,2021-03-23,BR-00189
SAV-4266604,H2LFB9970G,Savings,79675968.4,2021-06-22,BR-00105
SAV-7777279,RSQ8977J65,Savings,60986897.06,2020-03-26,BR-00122
CUR-7202845,I87CQGHB1N,Current,98841905.13,2022-04-21,BR-00181
BUS-3753329,4OHK0T6TED,Business,49776500.44,2021-01-17,BR-00118
SAV-4330228,XDEZ22I81U,Savings,37419218.08,2021-04-12,BR-00103
BUS-3760504,SQWMKT4SIL,Business,---,2019-09-13,BR-00152
BUS-4650961,BNILNLFSOC,Business,31471774.79,2021-10-21,BR-00142
SAV-4591914,9KT92ZBQPC,Savings,81326288.01,2021-02-24,BR-00111
SAV-6192912,O864ZUXKC9,Savings,38859970.19,2020-01-15,BR-00091
CUR-9956966,9QZD5XA4NX,Current,3396235.39,2022-01-12,BR-00087
CUR-6017914,DFLFN60ZC1,Current,17244886.22,2022-01-19,BR-00056
SAV-5188740,1NAT4N6A2Q,Savings,95347933.28,2021-01-19,BR-00161
CUR-9987082,2EXU3CJYRZ,Current,74525302.36,2022-02-27,BR-00178
CUR-1611085,SBGINCPFRX,Current,49955209.54,2019-09-21,BR-00066
CUR-6609210,9CPCP8DTKU,Current,82246582.52,2022-03-11,BR-00001
CUR-7521715,8HTRXT4OUF,Current,37994236.77,2020-03-31,BR-00145
BUS-7078371,PN81O6U6P2,Business,8457421.75,2021-02-09,BR-00089
SAV-6448224,VZXCF3BL8V,Savings,78949496.46,2021-06-30,BR-00018
SAV-9013827,XTS5EV5XTA,Savings,80043877.61,2019-02-01,BR-00050
SAV-5974786,OF3E9GOO64,Savings,81692287.0,2021-12-23,BR-00070
CUR-3430188,Y2MHAUTK2R,Current,72381464.42,2020-12-01,BR-00148
BUS-5326780,MRJ3UIO2SD,Business,27903173.27,2020-11-16,BR-00145
BUS-4647048,T7XRVEMG4H,Business,53693689.98,2019-08-06,BR-00101
BUS-7873325,UW5PHQ63TE,Business,1386304.21,2019-01-17,BR-00026
BUS-1680677,T8S2731HW9,Business,18117240.9,2019-09-15,BR-00083
CUR-8013871,2ZDPJ9XNRT,Current,75810815.33,2022-08-05,BR-00177
SAV-4111175,TRVOXEGD5M,Savings,92908089.6,2021-09-10,BR-00161
CUR-2975044,V7BBZ558JS,Current,80760742.47,2022-10-17,BR-00156
BUS-7379006,70242T76HX,Business,18730530.61,2021-12-29,BR-00138
SAV-7302958,R69WPMPHPN,Savings,29491248.09,2022-03-10,BR-00150
BUS-8952168,KYRZH2BNVT,Business,3244486.01,2019-06-25,BR-00005
BUS-5199814,4R4GMBNQV3,Business,37971258.33,2022-10-03,BR-00004
CUR-4448514,ZBUVMH0QF5,Current,80841738.01,2019-08-15,BR-00086
SAV-1553893,YKKKM4TL03,Savings,72332294.03,2019-11-11,BR-00169
CUR-5279851,BYRA59J5CW,Current,40510540.31,2020-07-11,BR-00109
SAV-7369659,Q2S6HY5S71,Savings,477166.17,2022-07-11,BR-00001
BUS-2723184,9H105H18K0,Business,85546589.36,2021-10-22,BR-00152
BUS-2421264,477G6SF1WG,Business,27633023.66,2020-02-23,BR-00119
CUR-9749915,2CNGUXOI7O,Current,97861924.3,2020-09-22,BR-00110
BUS-9274927,APLSQRTWP9,Business,61490501.72,2020-02-18,BR-00004
SAV-5334423,7UZTXJ936S,Savings,42763713.0,2020-02-24,BR-00159
CUR-9210676,M8EP65LI7B,Current,89048799.03,2022-11-13,BR-00109
CUR-9361974,IPCCOITKLK,Current,37897386.3,2019-02-25,BR-00174
CUR-8321258,8O6MNB9GY7,Current,1283485.14,2021-06-24,BR-00124
CUR-1288229,8WYH3RUUCC,Current,70365140.45,2022-12-22,BR-00038
SAV-2530262,Q10WUBBIH9,Savings,65505577.41,2021-05-06,BR-00105
SAV-7123099,GXCRLA0LDM,Savings,22705137.01,2019-06-23,BR-00128
SAV-6367972,D9RXPQYC8C,Savings,36903896.4,2019-02-01,BR-00110
CUR-9427981,IMD9DSVKBZ,Current,48097631.59,2020-09-30,BR-00001
BUS-1803420,B7WP7OYUFD,Business,67611049.97,2021-04-22,BR-00148
SAV-4120734,W9WCZUT2DD,Savings,78775323.19,2022-10-05,BR-00111
CUR-1908000,SBS5Q0TZYR,Current,43816356.17,2022-08-05,BR-00135
SAV-5690228,62RCFBSFPK,Savings,43141506.93,2022-06-04,BR-00057
CUR-6030317,JOBVARCSZQ,Current,50847906.31,2019-09-25,BR-00019
SAV-1193347,XEE4LR9X0U,Savings,59900685.13,2019-09-29,BR-00059
CUR-2873837,J3SWY6DKN3,Current,75234368.85,2019-06-20,BR-00108
SAV-1640361,YYUU22X4Z3,Savings,37392857.5,2022-09-01,BR-00166
CUR-4300588,ACKYG8YN2F,Current,80395840.71,2021-11-11,BR-00046
SAV-8873958,N5LXGEIE4Q,Savings,60277540.57,2022-09-14,BR-00044
SAV-8386473,9NTX49IO8J,Savings,8617538.41,2021-11-24,BR-00125
BUS-8646467,SCUXEWBBE7,Business,79365860.99,2020-09-30,BR-00080
BUS-9525686,LPTLVS6LGI,Business,6501039.43,2022-08-07,BR-00144
CUR-7870353,Z4J39LW3B0,Current,52121793.86,2019-10-07,BR-00176
BUS-8091896,M7KLXP4819,Business,16864170.27,2021-07-10,BR-00095
SAV-7128123,DKWR6L67DW,Savings,6902810.29,2019-01-05,BR-00048
SAV-1936375,1E7WE3NTII,Savings,63700318.88,2021-11-28,BR-00179
CUR-8003168,RMFCIJHTN7,Current,12245291.9,2022-07-23,BR-00189
CUR-4538156,P37KB9XHWA,Current,50022277.91,2021-09-06,BR-00136
BUS-4165573,ULEA1U9MXT,Business,42895783.29,2022-06-16,BR-00060
SAV-4058956,AVGKCNZBGE,Savings,7598006.58,2019-04-11,BR-00159
BUS-7234133,QT7GQM8Q53,Business,84768919.84,2020-01-18,BR-00168
BUS-8588604,A0MVPJGAHC,Business,98294300.06,2021-09-27,BR-00072
CUR-1684804,JTOSIZ7RAD,Current,39408770.74,2022-07-30,BR-00200
BUS-4832550,I6BO6Y6XWA,Business,72561436.53,2021-09-06,BR-00181
SAV-2477610,W15VKDRJYW,Savings,9094607.65,2021-01-14,BR-00026
BUS-5876952,DVTZSQLU45,Business,97234544.01,2022-08-07,BR-00121
CUR-3029702,0NKYJXDY39,Current,16229395.1,2019-04-15,BR-00199
SAV-3380760,FB8GXJAG3X,Savings,27657357.94,2020-09-16,BR-00124
